,Category,Attribute,Presidio_2000,Presidio_2010,Presidio_2011,Presidio_2012,Presidio_2013,Presidio_2014,Presidio_2015,Presidio_2016,Presidio_2017,Presidio_2018,Presidio_2019,Presidio_2020,Presidio_2021,Presidio_2022
272,Income,"Household Income 25000 to 29999 by Race, Asian Alone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Income,"Household Income 75000 to 99999 by Race, Some Other Race Alone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,10.0,8.0,18.0,0.0,0.0
274,Income,"Household Income 25000 to 29999 by Race, White Alone, Not Hispanic or Latino",19.0,29.0,25.0,25.0,11.0,0.0,0.0,0.0,17.0,30.0,32.0,33.0,21.0,5.0
275,Housing Prices,Median Gross Rent by Bedrooms - 2 Bedrooms- COUNTY ONLY,,,,,,,2586.0,2772.0,3050.0,3064.0,3289.0,3501.0,3501.0,3501.0
276,Income,"Household Income 60000 to 74999 by Race, Hispanic or Latino",10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,28.0,25.0,0.0,0.0,63.0
277,Income,"Household Income 20000 to 24999 by Race, White Alone, Not Hispanic or Latino",16.0,22.0,17.0,17.0,5.0,6.0,6.0,11.0,12.0,8.0,0.0,0.0,0.0,11.0
278,Income,"Household Income 150000 to 199999 by Race, Two or More Races",18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,15.0,0.0,0.0,15.0
279,Income,"Household Income 125000 to 149999 by Race, Hispanic or Latino",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Income,"Household Income 15000 to 19999 by Race, White Alone, Not Hispanic or Latino",6.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Housing Prices,Rent 250 to 299,0.0,0.0,17.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Income,"Household Income 25000 to 29999 by Race, White Alone",19.0,29.0,25.0,25.0,11.0,0.0,0.0,0.0,17.0,30.0,32.0,33.0,21.0,5.0
283,Income,"Household Income Greater than 200000 by Race, Some Other Race Alone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,27.0,34.0,57.0
284,Race/Ethnicity,Native Hawaiian/Pacific Islander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Income,"Household Income 20000 to 24999 by Race, White Alone",16.0,28.0,26.0,42.0,5.0,6.0,6.0,11.0,12.0,8.0,0.0,0.0,0.0,11.0
286,Income,"Household Income 15000 to 19999 by Race, White Alone",6.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Income,"Household Income 100000 to 124999 by Race, Hispanic or Latino",8.0,10.0,10.0,11.0,23.0,27.0,12.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0
288,Housing Prices,Rent 800 to 899,51.0,0.0,0.0,0.0,0.0,25.0,32.0,14.0,14.0,16.0,0.0,0.0,0.0,8.0
289,Housing Prices,Contract Rent 800 to 899,63.0,0.0,0.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0
290,Income,"Household Income 20000 to 24999 by Race, Asian Alone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Housing Prices,Contract Rent 250 to 299,0.0,0.0,17.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Income,"Household Income 50000 to 59999 by Race, White Alone, Not Hispanic or Latino",52.0,58.0,27.0,38.0,45.0,11.0,22.0,27.0,13.0,0.0,14.0,22.0,8.0,11.0
293,Housing Prices,Rent 900 to 999,56.0,6.0,9.0,25.0,0.0,0.0,0.0,29.0,33.0,38.0,22.0,0.0,0.0,0.0
294,Income,"Household Income 10000 to 14999 by Race, White Alone, Not Hispanic or Latino",15.0,9.0,26.0,22.0,29.0,29.0,35.0,0.0,0.0,0.0,11.0,10.0,10.0,15.0
295,Race/Ethnicity,Native American Indian,34.0,51.0,28.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,29.0,12.0
296,Income,"Household Income 50000 to 59999 by Race, Asian Alone",8.0,14.0,14.0,15.0,16.0,0.0,0.0,9.0,13.0,13.0,13.0,12.0,0.0,0.0
297,Income,"Household Income Less than 10000 by Race, White Alone, Not Hispanic or Latino",31.0,10.0,22.0,32.0,21.0,21.0,23.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0
298,Income,"Household Income 150000 to 199999 by Race, Hispanic or Latino",10.0,9.0,9.0,0.0,10.0,19.0,25.0,29.0,28.0,9.0,0.0,0.0,0.0,15.0
299,Income,"Household Income 75000 to 99999 by Race, Hispanic or Latino",15.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,21.0,27.0,24.0,18.0,0.0,0.0
300,Income,"Household Income 50000 to 59999 by Race, White Alone",57.0,58.0,27.0,38.0,45.0,11.0,22.0,27.0,13.0,0.0,14.0,22.0,8.0,11.0
301,Income,"Household Income 10000 to 14999 by Race, White Alone",15.0,9.0,26.0,34.0,41.0,41.0,49.0,16.0,0.0,0.0,11.0,10.0,10.0,15.0
302,Income,"Household Income Less than 10000 by Race, White Alone",31.0,10.0,22.0,32.0,21.0,21.0,23.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0
303,Housing Prices,Contract Rent Total No cash Rent (ACS2015-),63.0,,,,,,0.0,0.0,0.0,0.0,15.0,20.0,20.0,32.0
304,Housing Prices,Rent Total No cash rent (ACS2015-),63.0,,,,,,0.0,0.0,0.0,0.0,15.0,20.0,20.0,32.0
305,Housing Prices,Contract Rent 900 to 999,40.0,9.0,9.0,9.0,0.0,0.0,0.0,20.0,20.0,25.0,9.0,0.0,0.0,18.0
306,Income,"Household Income 60000 to 74999 by Race, Asian Alone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,35.0,33.0,17.0
307,Housing Prices,Contract Rent 300 to 349,0.0,0.0,0.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Income,Household Income 35000 to 39999,45.0,0.0,0.0,53.0,48.0,0.0,8.0,8.0,7.0,16.0,0.0,0.0,0.0,0.0
309,Income,"Household Income Less than 10000 by Race, Asian Alone",0.0,0.0,6.0,5.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Housing Prices,Median Gross Rent by Bedrooms - 3-4 Bedrooms- COUNTY ONLY,,,,,,,6381.0,6466.0,7002.0,6922.0,6764.0,6692.0,7002.0,7002.0
311,Income,"Household Income 10000 to 14999 by Race, Asian Alone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Income,Household Income 45000 to 49999,53.0,2.0,26.0,16.0,16.0,30.0,32.0,31.0,0.0,34.0,33.0,50.0,46.0,0.0
313,Housing Prices,Rent 300 to 349,0.0,0.0,0.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Income,Household Income 30000 to 34999,40.0,92.0,91.0,11.0,27.0,44.0,24.0,18.0,22.0,10.0,13.0,0.0,0.0,0.0
315,Income,Household Income 40000 to 44999,25.0,17.0,32.0,33.0,24.0,14.0,11.0,33.0,13.0,23.0,23.0,0.0,0.0,17.0
316,Housing Prices,Home Value 500000 to 749999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Income,"Household Income 60000 to 74999 by Race, White Alone, Not Hispanic or Latino",72.0,41.0,73.0,92.0,86.0,72.0,58.0,41.0,46.0,79.0,51.0,48.0,29.0,44.0
318,Income,"Household Income 125000 to 149999 by Race, Asian Alone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
319,Income,"Household Income 60000 to 74999 by Race, White Alone",82.0,41.0,73.0,92.0,86.0,72.0,58.0,41.0,46.0,79.0,51.0,48.0,29.0,44.0
320,Income,"Household Income Greater than 200000 by Race, Two or More Races",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,77.0,137.0,129.0
321,Income,Household Income 25000 to 29999,25.0,29.0,25.0,25.0,11.0,0.0,0.0,0.0,17.0,30.0,32.0,33.0,21.0,5.0
322,Income,"Household Income 100000 to 124999 by Race, Asian Alone",9.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Income,Household Income 15000 to 19999,6.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Income,Household Income 20000 to 24999,26.0,28.0,35.0,52.0,15.0,17.0,6.0,11.0,12.0,8.0,0.0,0.0,0.0,11.0
325,Income,"Household Income Greater than 200000 by Race, Hispanic or Latino",0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,25.0,74.0,146.0,181.0,211.0
326,Income,"Household Income 125000 to 149999 by Race, White Alone, Not Hispanic or Latino",12.0,178.0,110.0,135.0,86.0,101.0,122.0,124.0,100.0,97.0,70.0,42.0,63.0,56.0
327,Unit Size,5 or More Bedrooms,21.0,224.0,140.0,84.0,80.0,123.0,32.0,24.0,27.0,50.0,55.0,29.0,54.0,52.0
328,Income,"Household Income 75000 to 99999 by Race, Asian Alone",10.0,0.0,8.0,11.0,10.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
329,Income,"Household Income 125000 to 149999 by Race, White Alone",26.0,178.0,110.0,135.0,86.0,101.0,122.0,124.0,100.0,97.0,70.0,42.0,63.0,56.0
330,Income,"Household Income 100000 to 124999 by Race, White Alone, Not Hispanic or Latino",69.0,97.0,155.0,133.0,92.0,114.0,102.0,50.0,48.0,86.0,69.0,77.0,62.0,110.0
331,Income,"Household Income 75000 to 99999 by Race, White Alone, Not Hispanic or Latino",118.0,54.0,53.0,18.0,17.0,53.0,64.0,36.0,46.0,46.0,56.0,53.0,86.0,14.0
332,Housing Prices,Rent 1000 to 1249,114.0,16.0,17.0,0.0,0.0,0.0,11.0,4.0,8.0,10.0,13.0,29.0,18.0,18.0
333,Income,"Household Income 100000 to 124999 by Race, White Alone",77.0,107.0,165.0,144.0,115.0,141.0,114.0,71.0,60.0,86.0,69.0,77.0,62.0,110.0
334,Housing Prices,Contract Rent 1250 to 1499,20.0,0.0,0.0,0.0,0.0,17.0,16.0,28.0,26.0,32.0,11.0,10.0,22.0,11.0
335,Income,Household Income 50000 to 59999,65.0,72.0,41.0,53.0,61.0,11.0,22.0,36.0,42.0,26.0,40.0,123.0,72.0,46.0
336,Income,"Household Income 75000 to 99999 by Race, White Alone",133.0,54.0,53.0,18.0,17.0,53.0,75.0,49.0,60.0,63.0,72.0,53.0,86.0,14.0
337,Housing Prices,Rent 1250 to 1499,12.0,11.0,26.0,9.0,0.0,17.0,16.0,18.0,21.0,26.0,4.0,2.0,12.0,11.0
338,Income,"Household Income 150000 to 199999 by Race, Asian Alone",0.0,33.0,20.0,0.0,0.0,0.0,0.0,19.0,11.0,14.0,12.0,11.0,0.0,10.0
339,Housing Prices,Contract Rent 1000 to 1249,114.0,18.0,34.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,2.0,1.0,0.0
340,Income,Household Income Less than 10000,37.0,32.0,28.0,37.0,26.0,27.0,30.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0
341,Income,Household Income 10000 to 14999,15.0,9.0,26.0,34.0,41.0,41.0,49.0,16.0,0.0,0.0,11.0,10.0,10.0,15.0
342,Income,Household Income 60000 to 74999,97.0,41.0,73.0,92.0,86.0,72.0,58.0,56.0,76.0,113.0,84.0,83.0,74.0,124.0
343,Income,"Households Total for Income by Race, Black or African American Alone",29.0,11.0,15.0,12.0,14.0,17.0,0.0,0.0,0.0,0.0,15.0,20.0,20.0,15.0
344,Housing Prices,Home Value 750000 to 999999,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,Income,"Household Income 150000 to 199999 by Race, White Alone, Not Hispanic or Latino",46.0,54.0,55.0,64.0,162.0,148.0,201.0,211.0,176.0,133.0,153.0,145.0,108.0,61.0
346,Income,"Households Total for Income by Race, Some Other Race Alone",8.0,0.0,0.0,0.0,0.0,13.0,13.0,35.0,51.0,79.0,62.0,45.0,34.0,57.0
347,Income,"Household Income 150000 to 199999 by Race, White Alone",56.0,63.0,64.0,64.0,172.0,167.0,226.0,240.0,204.0,142.0,153.0,145.0,108.0,61.0
348,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-),,,,,,,258.0,187.0,201.0,263.0,334.0,359.0,318.0,156.0
349,Housing Prices,Rent 3000 to 3499 (ACS2015-),,,,,,,295.0,224.0,180.0,254.0,341.0,384.0,233.0,10.0
350,Income,Household Income 125000 to 149999,26.0,178.0,110.0,135.0,86.0,101.0,129.0,132.0,100.0,97.0,70.0,42.0,78.0,56.0
351,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,294.0,362.0,348.0,247.0,226.0,165.0,63.0,45.0
352,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",63.0,0.0,0.0,0.0,0.0,0.0,294.0,362.0,348.0,247.0,226.0,165.0,63.0,45.0
353,Housing Prices,"Rent Total No cash rent  (No cash rent, DEC2000 and ACS2009-2014)",63.0,0.0,0.0,0.0,0.0,0.0,243.0,300.0,274.0,175.0,131.0,62.0,62.0,45.0
354,Housing Prices,Rent 2500 to 2999 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,243.0,300.0,274.0,175.0,131.0,62.0,62.0,45.0
355,Income,Household Income 100000 to 124999,86.0,111.0,169.0,149.0,119.0,192.0,114.0,84.0,74.0,86.0,69.0,77.0,62.0,110.0
356,Income,"Households Total for Income by Race, Two or More Races",50.0,12.0,9.0,10.0,21.0,24.0,19.0,21.0,42.0,81.0,74.0,204.0,247.0,242.0
357,Housing Prices,Rent 1500 to 1999,278.0,29.0,23.0,37.0,33.0,6.0,61.0,128.0,125.0,119.0,117.0,71.0,33.0,40.0
358,Housing Prices,Home Value 1500000 to 1999999 (ACS2015-),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Housing Prices,Contract Rent 1500 to 1999,270.0,79.0,65.0,60.0,57.0,37.0,92.0,140.0,125.0,120.0,143.0,70.0,22.0,54.0
360,Housing Prices,"Rent 2000 to 2499  (Rent 2000 or more, DEC2000 and ACS2009-2014)",184.0,851.0,949.0,927.0,985.0,1018.0,242.0,129.0,60.0,54.0,75.0,64.0,47.0,25.0
361,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",184.0,801.0,907.0,904.0,961.0,987.0,251.0,131.0,75.0,59.0,49.0,74.0,74.0,11.0
362,Housing Prices,Home Value 2000000 or more (ACS2015-),,,,,,,23.0,35.0,53.0,37.0,34.0,30.0,11.0,0.0
363,Income,Household Income 75000 to 99999,143.0,54.0,61.0,29.0,38.0,81.0,99.0,55.0,67.0,73.0,80.0,71.0,86.0,25.0
364,Income,"Household Income Greater than 200000 by Race, Asian Alone",0.0,12.0,39.0,67.0,67.0,68.0,77.0,41.0,23.0,11.0,10.0,0.0,6.0,4.0
365,Income,Household Income 150000 to 199999,74.0,96.0,84.0,64.0,172.0,167.0,226.0,259.0,227.0,175.0,195.0,176.0,128.0,86.0
366,Income,"Households Total for Income by Race, Hispanic or Latino",80.0,25.0,28.0,64.0,72.0,89.0,96.0,133.0,105.0,139.0,156.0,271.0,279.0,324.0
367,Race/Ethnicity,Black/African American,63.0,122.0,96.0,47.0,29.0,50.0,0.0,10.0,13.0,42.0,89.0,87.0,75.0,54.0
368,Housing Prices,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)",15.0,12.0,11.0,0.0,34.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Housing Prices,Contract Rent 3500 or more (ACS2015-),,,,,,,256.0,363.0,427.0,473.0,446.0,536.0,777.0,983.0
370,Income,"Median Household Income by Race, Black or African American Alone",35750.0,225001.0,225001.0,225001.0,225001.0,225001.0,0.0,0.0,0.0,0.0,175000.0,175000.0,175000.0,225001.0
371,Housing Prices,Rent 3500 or more (ACS2015-),,,,,,,310.0,412.0,547.0,571.0,545.0,633.0,890.0,1129.0
372,Income,"Median Household Income by Race, American Indian and Alaska Native Alone",22500.0,9999.0,112500.0,112500.0,112500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Unit Size,No Bedroom,4.0,36.0,41.0,31.0,63.0,69.0,76.0,87.0,80.0,43.0,23.0,41.0,31.0,29.0
374,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,210.0,818.0,938.0,896.0,882.0,951.0,361.0,340.0,346.0,343.0,327.0,307.0,327.0,381.0
375,Income,"Household Income Greater than 200000 by Race, White Alone, Not Hispanic or Latino",65.0,198.0,256.0,230.0,270.0,336.0,384.0,506.0,626.0,587.0,577.0,496.0,545.0,572.0
376,Income,"Household Income Greater than 200000 by Race, White Alone",65.0,198.0,256.0,230.0,281.0,336.0,384.0,506.0,626.0,587.0,622.0,549.0,597.0,631.0
377,Income,"Median Household Income by Race, Some Other Race Alone",50000.0,0.0,0.0,0.0,0.0,32500.0,32500.0,63500.0,65750.0,72589.28571428571,93750.0,208333.6666666667,225001.0,225001.0
378,Income,"Median Household Income by Race, Hispanic or Latino",86666.66666666667,116250.0,112500.0,24000.0,108695.652173913,101388.8888888889,122727.2727272727,78289.47368421052,85119.04761904762,70446.42857142857,95833.33333333334,203596.0342465753,211464.546961326,211611.8388625592
379,Income,"Median Household Income by Race, Native Hawaiian and Other Pacific Islander Alone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Unit Size,1 Bedroom,47.0,29.0,27.0,56.0,84.0,107.0,121.0,158.0,134.0,152.0,108.0,127.0,106.0,165.0
381,Unit Size,3-4 Bedrooms,839.0,548.0,595.0,668.0,675.0,746.0,842.0,837.0,879.0,840.0,846.0,842.0,909.0,893.0
382,Income,"Households Total for Income by Race, Asian Alone",44.0,59.0,87.0,98.0,98.0,140.0,107.0,73.0,55.0,54.0,56.0,58.0,54.0,42.0
383,Income,"Median Household Income by Race, Asian Alone",56250.0,173484.8484848485,188750.0,213433.3731343283,213433.3731343283,124019.6078431373,215260.3506493506,205488.0243902439,179545.4545454546,70000.0,63750.0,67285.71428571429,72272.72727272728,84090.90909090909
384,Unit Size,2 Bedrooms,325.0,397.0,457.0,441.0,400.0,272.0,264.0,263.0,232.0,258.0,304.0,307.0,279.0,254.0
385,Income,Household Income Greater than 200000,65.0,221.0,310.0,309.0,362.0,421.0,461.0,547.0,649.0,638.0,674.0,653.0,774.0,836.0
386,Race/Ethnicity,Latino Population (of Any Race),217.0,73.0,172.0,206.0,160.0,192.0,214.0,342.0,396.0,545.0,588.0,884.0,852.0,970.0
387,Income,"Median Household Income by Race, Two or More Races",68000.0,17500.0,22500.0,22500.0,76136.36363636363,76923.07692307692,94791.66666666666,120192.3076923077,108928.5714285714,55000.0,53076.92307692308,57191.01123595505,204927.2043795621,203100.8992248062
388,Income,Median Household Income,71907.21649484536,122747.7477477478,116124.2603550296,118624.1610738255,140697.6744186046,144801.9801980198,161615.0442477876,179536.6795366795,198127.7533039648,192428.5714285714,200890.2433234421,198295.4545454545,206363.3036175711,210197.7763157895
389,Housing Prices,Home Value Total,15.0,24.0,11.0,0.0,34.0,77.0,23.0,35.0,53.0,37.0,34.0,30.0,11.0,0.0
390,Race/Ethnicity,Other/Two or More Races,210.0,182.0,129.0,118.0,119.0,132.0,149.0,244.0,448.0,644.0,612.0,1098.0,1180.0,1215.0
391,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,603.0,144.0,162.0,196.0,216.0,190.0,885.0,931.0,916.0,949.0,963.0,964.0,995.0,932.0
392,Income,Median Family Income,63068.18181818182,127916.6666666667,133333.3333333333,142045.4545454545,171283.7837837838,178693.1818181818,191752.5773195876,205432.5898004435,206431.5918762089,209322.406779661,211129.1371308017,208782.7864271457,210764.3194444444,213235.8235294118
393,Income,"Households Total for Income by Race, White Alone, Not Hispanic or Latino",625.0,877.0,985.0,903.0,923.0,948.0,1047.0,1079.0,1113.0,1089.0,1056.0,938.0,944.0,916.0
394,Income,"Median Household Income by Race, White Alone",77537.59398496241,122196.261682243,113409.0909090909,115538.1944444444,137063.9534883721,147772.2772277228,159955.7522123894,182812.5,203394.7044728434,202512.8773424191,205104.7057877814,204872.6903460838,208291.7889447236,211371.294770206
395,Income,"Median Household Income by Race, White Alone, Not Hispanic or Latino",74479.16666666667,122809.2783505155,113467.7419354839,120770.6766917293,141424.4186046512,153378.3783783784,165298.5074626866,192061.6113744076,205551.3402555911,203620.2470187393,204246.2703639515,202721.8830645161,206697.5155963303,209965.4335664336
396,Income,"Households Total for Income by Race, White Alone",687.0,902.0,1013.0,967.0,995.0,1024.0,1130.0,1177.0,1167.0,1115.0,1117.0,991.0,996.0,975.0
397,Housing Prices,Rent Total With cash rent,750.0,986.0,1117.0,1092.0,1098.0,1141.0,1246.0,1271.0,1262.0,1292.0,1275.0,1268.0,1320.0,1299.0
398,Housing Prices,Contract Rent Total With cash Rent,750.0,986.0,1117.0,1092.0,1098.0,1141.0,1246.0,1271.0,1262.0,1292.0,1275.0,1268.0,1320.0,1299.0
399,Housing Prices,Rent Total,813.0,986.0,1117.0,1092.0,1098.0,1141.0,1246.0,1271.0,1262.0,1292.0,1290.0,1288.0,1340.0,1331.0
400,Housing Prices,Contract Rent Total,813.0,986.0,1117.0,1092.0,1098.0,1141.0,1246.0,1271.0,1262.0,1292.0,1290.0,1288.0,1340.0,1331.0
401,Race/Ethnicity,Asian,110.0,205.0,276.0,298.0,250.0,384.0,310.0,223.0,206.0,322.0,355.0,296.0,325.0,276.0
402,Race/Ethnicity,"White Alone, Not Hispanic or Latino",1676.0,2231.0,2334.0,2179.0,2336.0,2706.0,3021.0,3126.0,3255.0,2991.0,2910.0,2329.0,2419.0,2210.0
403,Race/Ethnicity,"White, Including Hispanic or Latino",1834.0,2304.0,2506.0,2385.0,2496.0,2885.0,3222.0,3351.0,3450.0,3111.0,3115.0,2534.0,2622.0,2395.0
404,Income,Households Total for Income,828.0,1010.0,1128.0,1092.0,1132.0,1218.0,1269.0,1306.0,1315.0,1329.0,1324.0,1318.0,1351.0,1331.0
405,Households,Households,828.0,1010.0,1128.0,1092.0,1132.0,1218.0,1269.0,1306.0,1315.0,1329.0,1324.0,1318.0,1351.0,1331.0
406,Vehicles Available,Vehicles Available,1615.0,0.0,0.0,1746.0,1755.0,2023.0,0.0,2181.0,2337.0,2335.0,2429.0,0.0,0.0,2091.0
407,Housing,Total Number of Units,1236.0,1234.0,1260.0,1280.0,1302.0,1317.0,1335.0,1369.0,1352.0,1343.0,1336.0,1346.0,1379.0,1393.0
408,Journey to Work,Total Workers 16 Years and Older,,2053.0,2083.0,1897.0,1846.0,2010.0,2302.0,2314.0,2457.0,2706.0,2807.0,2334.0,2463.0,2269.0
409,Employment,Employed Residents,1483.0,2061.0,2110.0,1932.0,1866.0,2047.0,2338.0,2332.0,2471.0,2717.0,2817.0,2423.0,2547.0,2352.0
410,Population,Total Population,2251.0,2864.0,3035.0,2879.0,2918.0,3451.0,3681.0,3828.0,4117.0,4119.0,4226.0,4073.0,4231.0,3952.0
411,Housing Prices,Median Home Value,1000001.0,1000002.0,1000001.0,0.0,1000001.0,1000001.0,2000001.0,2000001.0,2000001.0,2000001.0,2000001.0,2000001.0,2000001.0,0.0
412,Housing Prices,Home Value 30000 to 34999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
413,Income,"Household Income 40000 to 44999 by Race, Native Hawaiian and Other Pacific Islander Alone",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,
